umap1,umap2,y_label,y_pred
9.371248,11.062765,1.0,0.0028862662
10.540754,12.0243,0.0,0.8141593
11.4245,13.683211,0.0,0.04981782
7.5689006,15.291472,1.0,0.99093807
11.48201,15.716528,0.0,0.8653602
12.503573,16.048676,1.0,0.99837035
11.129162,11.493845,1.0,0.96363306
12.405428,14.988949,0.0,0.048232198
11.855532,11.12444,0.0,0.15395974
8.050598,12.567847,0.0,0.00033532103
13.227676,11.099723,1.0,0.9980311
11.802211,16.573397,0.0,0.008258676
12.211632,16.351305,1.0,0.9973917
13.939483,11.079958,1.0,0.9989209
9.833616,11.017053,0.0,0.005090896
10.960569,12.25514,0.0,0.0006002557
11.064606,13.66561,0.0,0.9762996
7.6597695,15.320811,1.0,0.7635395
11.757115,12.935155,1.0,0.98111606
11.686854,10.3368845,1.0,0.99917334
7.5033884,15.606022,1.0,0.99660516
13.979956,11.437052,1.0,0.9989893
9.586663,10.843416,0.0,2.7766977e-05
13.001591,15.295425,1.0,0.9926726
12.025532,15.053952,0.0,0.00082537154
11.055007,13.834061,0.0,0.007904782
10.292404,11.876464,0.0,0.00988301
13.438069,11.101626,1.0,0.99759644
9.926236,12.014144,1.0,0.5255688
9.950032,16.978298,1.0,0.97912973
8.695778,13.099102,0.0,0.002601565
8.327593,11.805701,0.0,0.005004791
11.378863,10.3666,0.0,0.007019988
13.854187,12.767109,1.0,0.9973224
10.950902,11.590607,1.0,0.9935126
8.606065,11.544301,0.0,0.95983976
8.351245,11.711214,0.0,0.0314412
10.291122,14.35623,0.0,0.00072187773
11.789942,9.562709,1.0,0.99804986
14.38039,11.291183,1.0,0.9994436
8.58488,11.791815,1.0,0.9587504
8.755761,15.214486,0.0,0.076153345
9.152211,11.151451,0.0,0.055605352
12.969535,14.89654,1.0,0.9896265
11.666193,11.637743,1.0,0.92746043
8.756881,13.464739,0.0,0.00028550567
7.950153,12.631754,1.0,0.13045499
12.484913,14.848569,0.0,0.00058674806
11.014487,11.5312,0.0,0.5033736
11.6810055,10.4989,0.0,0.058022313
9.615637,13.9659195,0.0,0.012148498
13.836187,12.80944,1.0,0.99950624
10.024777,13.1814575,1.0,0.9957332
8.794438,15.766924,0.0,0.2716401
11.609132,15.049311,0.0,5.3856118e-05
7.4000783,15.901235,1.0,0.9961223
9.103718,12.328379,1.0,0.96914893
12.483394,13.304265,0.0,0.4012992
14.555609,11.268221,1.0,0.99933594
9.498335,15.557619,0.0,0.008705297
12.027766,16.445272,1.0,0.99628025
8.541883,15.705393,1.0,0.78949225
14.393769,11.151375,1.0,0.9998323
9.885013,12.573026,0.0,0.044599883
9.910334,15.667623,0.0,0.017503677
10.2678995,11.625873,1.0,0.9857861
14.503957,11.8900175,1.0,0.99926573
10.213764,15.763633,0.0,0.01804992
7.640267,13.535456,1.0,0.82066745
11.673161,11.696586,0.0,0.012540338
12.572903,16.149677,1.0,0.99673414
7.868422,12.873692,1.0,0.5480198
12.647539,14.93148,1.0,0.855434
11.993976,15.593097,0.0,0.014429383
9.14811,13.150418,0.0,0.0062787025
10.21881,15.131887,0.0,0.012972083
11.956921,16.247683,1.0,0.99465746
13.65403,15.011904,1.0,0.9990055
10.228229,11.591746,1.0,0.98394436
14.44727,12.0295105,1.0,0.94508547
11.350341,11.421598,0.0,0.98182493
9.148478,15.396115,1.0,0.9907504
8.831225,15.411844,1.0,0.99928325
8.502737,11.611796,1.0,0.9936201
8.701054,13.988731,0.0,0.025395203
11.432204,10.432935,0.0,0.0055739726
11.85006,10.662669,1.0,0.99912554
8.717728,13.067692,0.0,0.008793639
10.413022,15.119911,0.0,0.122517094
7.5856028,12.90888,1.0,0.85781544
14.266482,11.013814,1.0,0.99886274
10.060591,16.45769,0.0,0.002749652
8.079237,14.770965,0.0,0.061963275
8.404736,12.822226,0.0,0.0018996748
12.587714,15.665374,0.0,0.019984772
11.920826,12.998777,0.0,0.09292332
12.104111,14.956652,1.0,0.9306126
8.58653,12.517684,0.0,0.0044740806
12.337786,17.059803,1.0,0.9954609
13.512406,14.64602,1.0,0.9971746
9.915244,14.739544,0.0,0.00033518518
13.847682,11.3900795,1.0,0.99526656
9.082558,16.662634,0.0,0.018751998
11.149659,12.917623,0.0,0.01393013
11.588462,10.370655,1.0,0.99668956
7.1269503,12.845254,1.0,0.95244384
11.02165,11.527779,1.0,0.98438174
8.182666,12.213171,0.0,0.0593649
12.197121,16.654104,1.0,0.99449366
9.857447,13.169057,1.0,0.95660084
7.3673973,15.912033,1.0,0.99882084
11.436207,13.886049,0.0,0.0046194964
9.381724,14.192884,0.0,0.001359694
13.785675,12.853991,1.0,0.9901535
10.306491,14.014148,0.0,0.7649404
9.163976,12.885244,0.0,0.23152427
12.645137,15.338245,0.0,0.7829612
8.195102,12.783675,0.0,0.26687995
10.5152445,13.822029,0.0,0.02911614
12.531985,16.107359,1.0,0.98129886
11.380883,12.066841,0.0,0.22232765
13.973103,10.436231,1.0,0.99725133
9.44808,13.672433,0.0,0.0014604602
13.411574,11.677716,1.0,0.999041
12.435473,14.588252,0.0,0.17272831
13.874697,15.028685,1.0,0.9989452
7.964722,12.044305,1.0,0.39626813
11.83896,13.612754,1.0,0.90555847
12.168056,16.717522,1.0,0.9922764
10.976756,10.960162,0.0,0.78043985
10.330013,11.937767,0.0,0.0860934
11.563279,12.853571,0.0,0.40174088
9.661627,16.428928,0.0,0.88101304
10.627246,14.261651,1.0,0.95680565
11.771433,10.572141,0.0,0.25454685
9.758218,15.669438,0.0,0.38281262
7.7938743,12.105001,0.0,0.044233844
12.509529,16.69289,1.0,0.99895775
9.217633,15.066244,0.0,0.28889748
9.318413,13.674638,0.0,0.00016240607
9.316156,13.592217,0.0,0.010607002
8.578824,13.152601,0.0,0.0025953734
10.115694,13.3660145,0.0,0.91637546
13.747173,11.148242,1.0,0.9997379
13.7810135,13.206587,1.0,0.99988747
9.311796,13.115075,0.0,0.002021934
13.943555,15.048762,1.0,0.9998381
13.827067,10.63288,1.0,0.9998646
9.528651,14.184442,0.0,8.440988e-05
9.920939,11.707763,0.0,0.076256104
7.2789817,12.623771,0.0,0.7625612
12.855491,15.124678,1.0,0.99754506
8.632198,13.165086,0.0,0.004929576
12.963536,14.360188,1.0,0.9893583
8.01912,15.4018135,0.0,0.01778652
10.677201,15.280764,0.0,0.005391421
9.750886,15.337996,0.0,0.02012456
9.465443,12.053277,0.0,0.99504083
13.76776,13.2306795,1.0,0.995782
14.018273,10.334511,0.0,0.68736446
9.466615,11.239771,1.0,0.9857556
11.354956,12.917089,0.0,0.14169534
9.82461,12.344064,1.0,0.9169573
11.6454525,15.674685,0.0,0.00031379738
8.409905,12.433891,0.0,0.0013555952
10.711244,15.084119,1.0,0.632376
10.296958,15.125809,0.0,0.000119701836
10.863559,16.411686,1.0,0.97786295
11.765634,14.827235,0.0,0.002084965
12.6825,12.473901,0.0,0.98947716
13.760308,15.094074,1.0,0.9977095
10.720696,14.72751,0.0,0.012567635
11.729927,16.413837,0.0,0.0015806848
7.3661346,13.247288,1.0,0.8729084
13.426875,12.207296,1.0,0.9965945
9.415896,17.168139,1.0,0.98567605
14.636588,11.476828,1.0,0.9669308
13.681287,14.572319,1.0,0.9967147
10.621263,13.236385,0.0,0.0003919327
12.200101,12.28804,1.0,0.864361
12.40156,16.79778,1.0,0.994083
8.151275,12.808079,0.0,0.015552552
10.090062,13.233041,0.0,0.00014759661
8.541172,16.91765,1.0,0.9984464
8.451915,15.401463,0.0,0.733528
8.209887,12.06796,0.0,0.03678068
11.386911,12.729913,0.0,0.0074393465
12.559898,10.915182,1.0,0.94502586
9.046956,15.318307,0.0,0.0003987706
9.822153,12.514617,0.0,0.92193305
8.703591,15.661915,0.0,0.0008819434
10.35264,13.992128,0.0,0.11238376
8.339267,11.912501,0.0,0.00050938
12.29987,15.620907,1.0,0.99707913
13.409453,13.234874,1.0,0.9948767
8.61797,16.83487,0.0,0.015059254
12.066131,16.876497,0.0,0.009586729
10.467483,15.687836,0.0,0.018405637
9.454553,17.154007,1.0,0.6432329
8.634833,11.328044,0.0,0.0016927898
12.561662,16.892515,1.0,0.9975223
11.583907,15.574752,0.0,0.0019763673
13.368769,10.701901,1.0,0.99947375
9.446559,16.631817,0.0,0.0026569471
13.603729,14.570159,1.0,0.9997824
8.719946,13.196181,0.0,0.00641994
13.647319,14.606635,1.0,0.9998053
13.059429,12.017354,1.0,0.99470586
13.514114,15.07937,1.0,0.9990103
7.2749915,12.862436,0.0,0.7902892
10.563432,13.79289,0.0,0.08625462
10.870342,15.700364,0.0,0.00086690317
8.757185,12.033162,0.0,0.0035686297
14.75308,11.400551,1.0,0.99982685
9.81713,15.598724,0.0,0.017464833
9.769581,15.485703,0.0,0.0011277341
14.523599,10.744648,1.0,0.99993086
9.333724,16.299797,0.0,7.491778e-05
8.337095,12.620424,0.0,0.009667317
10.318941,13.163397,0.0,0.0064929095
8.287585,12.98651,0.0,0.00032165358
9.201091,16.966333,1.0,0.9927429
11.259227,15.475519,1.0,0.9970421
11.999989,16.57893,1.0,0.9979844
9.587002,12.832189,0.0,0.00027298852
11.0540285,12.036407,0.0,0.0076371487
10.146804,11.599432,1.0,0.9019745
11.019873,13.619843,0.0,0.000865216
9.137841,17.002897,1.0,0.99048877
9.78391,13.405929,0.0,0.00069397636
11.227079,12.569742,0.0,0.0008408869
9.395976,12.2940645,0.0,0.0047563715
10.090238,11.150486,1.0,0.2619902
8.479057,16.940086,1.0,0.99701
9.499275,13.736136,0.0,0.08095184
13.909424,11.064625,1.0,0.99928385
9.207924,14.394694,1.0,0.9858019
8.560332,17.003424,1.0,0.9995134
7.546649,15.416206,1.0,0.97658324
7.3169317,13.391154,1.0,0.87640494
9.416365,17.270596,1.0,0.9984107
11.057916,12.497216,0.0,0.000542415
11.426034,12.369524,0.0,0.0036760701
9.785627,17.012743,1.0,0.98547363
12.523162,16.987291,1.0,0.9995023
11.566565,14.844964,0.0,0.0280625
11.6461735,12.866101,0.0,0.014808799
11.520597,12.753949,1.0,0.6751586
9.841498,12.952469,0.0,0.34999874
9.49001,15.696995,0.0,0.2627252
12.013827,16.812109,1.0,0.9991326
10.03503,12.223737,1.0,0.9878423
13.870002,11.047138,1.0,0.9999175
13.5973215,14.963854,1.0,0.99761176
13.711178,15.030189,1.0,0.9982009
13.237576,10.829044,1.0,0.99974126
9.383655,11.206062,1.0,0.81690955
11.310708,12.180597,1.0,0.28347376
10.87726,10.856351,0.0,0.0042331973
10.136946,13.760838,0.0,0.30371457
10.498767,15.168281,0.0,0.00024754845
9.929638,16.52647,1.0,0.9813353
9.061567,13.249727,0.0,5.846089e-05
11.770703,11.751743,0.0,0.0010528563
9.372969,13.443452,0.0,0.019544875
10.080128,15.999594,0.0,0.013394833
13.603269,15.02996,1.0,0.9943304
11.976763,14.846901,0.0,0.0077078734
7.673369,12.672007,1.0,0.6088593
11.219084,10.490373,1.0,0.008667234
12.148238,14.811752,1.0,0.9808852
12.341911,16.067636,0.0,0.36287802
8.77983,13.146228,0.0,0.03181591
12.843172,14.401314,1.0,0.95138675
9.135025,14.397794,1.0,0.9906493
11.388525,13.734279,0.0,0.31727085
7.4419374,12.70434,1.0,0.950754
11.696953,16.284315,1.0,0.9177878
12.040377,15.88591,0.0,0.01501147
11.264085,12.27558,0.0,0.00021892272
9.408854,16.80122,1.0,0.99376595
11.536789,11.716861,0.0,0.46178454
13.2147255,13.134722,1.0,0.87204933
11.966185,16.229551,1.0,0.9974706
10.92339,11.753697,0.0,0.050979257
14.120134,10.732908,1.0,0.999413
13.141038,15.675862,1.0,0.9700862
13.986061,10.760302,1.0,0.9921909
14.1240015,12.533914,0.0,0.018810147
7.4279838,13.714524,1.0,0.78447825
9.673852,13.73038,0.0,0.001464423
8.273066,11.903809,0.0,0.00018698392
10.931995,14.973335,0.0,0.04227422
7.565732,12.478242,1.0,0.9967644
7.687179,12.580601,1.0,0.9984913
11.807778,11.498078,0.0,0.007188331
10.118098,14.170202,0.0,0.001977533
13.788554,10.643424,1.0,0.9998503
11.557483,10.189051,0.0,0.93515724
12.508302,16.92848,1.0,0.9991204
13.653139,14.616956,1.0,0.99872977
11.61483,13.45734,1.0,0.64212847
11.953175,15.042086,0.0,0.002468813
12.030308,9.909124,1.0,0.99769574
11.563061,15.987167,1.0,0.9919052
13.550265,10.557794,1.0,0.99468106
11.394635,10.31352,1.0,0.98957497
10.080781,14.674916,0.0,0.0038121808
12.205789,15.91634,0.0,0.0029777326
9.248523,11.348881,1.0,0.96329105
12.825347,11.193908,1.0,0.9965663
11.739683,14.871586,0.0,0.0104991775
9.792491,13.160787,0.0,0.012666715
11.459249,12.233801,0.0,0.18554579
12.362476,16.943552,1.0,0.9993839
12.953908,15.180709,1.0,0.9953382
9.14239,11.037942,0.0,0.003921814
8.289732,13.005885,0.0,0.0014703884
7.701284,15.764914,1.0,0.99612147
9.58502,10.892918,0.0,0.008030353
12.852113,16.454382,0.0,0.88074905
11.759454,11.550992,0.0,0.010870729
9.918659,14.994369,0.0,0.008857815
12.124243,12.969494,0.0,0.010003636
11.22382,15.962049,0.0,0.82866776
12.201016,13.096982,1.0,0.8426275
11.738912,9.5912695,0.0,0.98403984
10.07895,15.117635,0.0,0.01253797
9.257014,16.329527,0.0,0.020047761
7.8272514,12.555674,1.0,0.6697699
11.972063,11.3488455,0.0,0.6359309
8.389197,12.372705,0.0,0.0012035805
13.69437,15.157346,1.0,0.8526075
11.482678,12.963017,0.0,0.000855407
10.611914,14.252311,0.0,0.0006472348
9.3234,15.490849,0.0,0.02848452
8.564776,12.623505,0.0,0.00092029164
13.609691,14.495832,1.0,0.99965215
8.681719,12.775777,1.0,0.74507576
12.64752,15.041981,1.0,0.95972973
9.4798975,17.156738,1.0,0.6958629
14.033844,10.882569,1.0,0.9994892
8.3441305,11.741579,0.0,0.0016865868
13.779859,13.279514,1.0,0.9970655
14.326124,11.11758,1.0,0.999897
11.978707,11.645304,0.0,0.05329977
7.7658873,15.62005,1.0,0.91921335
11.522628,10.209615,1.0,0.9643691
9.228719,13.88136,0.0,0.016196292
8.66997,15.50359,0.0,0.91615003
13.534772,14.621177,1.0,0.99951637
12.622441,13.855203,1.0,0.99472296
7.4451084,12.476395,0.0,0.94696593
14.573272,11.384779,1.0,0.9753044
13.173356,12.87734,1.0,0.9983584
11.149858,14.493438,0.0,0.20380893
8.96994,15.512245,1.0,0.9653134
9.125612,12.788508,0.0,0.16737157
7.4617844,15.868178,1.0,0.9907267
11.974287,14.206756,0.0,0.004779999
7.9501467,13.259158,0.0,0.111223124
11.85549,10.633557,1.0,0.9997112
12.820456,11.763127,1.0,0.9451009
9.67062,16.672064,0.0,0.00046073127
10.977017,14.363712,0.0,0.0049253115
12.444532,16.472168,1.0,0.97739047
14.241877,11.258815,1.0,0.99975044
13.648166,14.402897,0.0,0.12838237
12.932978,14.317353,1.0,0.99468094
9.868609,12.505595,0.0,0.001063177
9.167653,17.169773,1.0,0.8520061
9.504919,14.807802,0.0,0.0014324336
9.92156,12.586622,1.0,0.9698027
9.135243,14.500382,0.0,0.9500333
13.919583,15.00468,1.0,0.99751544
12.541578,16.844929,1.0,0.9992472
11.475182,10.106716,1.0,0.9888755
10.314349,13.236329,0.0,0.012231574
12.30227,15.148909,0.0,0.0008171094
13.604738,10.907936,0.0,0.9966859
9.424932,16.602974,0.0,0.058579925
9.771602,14.063909,0.0,0.022151804
12.041156,16.201275,1.0,0.92268986
13.894201,11.647215,1.0,0.9981907
9.056851,15.170166,0.0,0.6534277
8.244811,12.7248125,0.0,0.029459734
8.960281,12.752504,0.0,0.00049568975
8.4935875,13.053647,0.0,0.001145938
9.293662,16.454044,1.0,0.9760765
8.808019,15.548126,0.0,0.00016479794
9.810117,12.19982,1.0,0.996711
8.651598,15.603696,0.0,0.079558596
8.637929,12.660458,0.0,0.00063136953
14.436164,11.52596,1.0,0.9999269
14.323627,11.398023,1.0,0.9987991
9.502183,15.409567,0.0,0.010095675
12.905926,15.02245,0.0,0.95942414
12.988016,15.38807,0.0,0.9537786
13.881031,11.769575,1.0,0.99936765
13.030325,13.974802,1.0,0.99697244
11.849171,9.638871,1.0,0.9971717
13.048016,13.224983,1.0,0.8091968
14.472072,11.271956,1.0,0.99794024
9.913707,14.533933,0.0,0.0007817593
14.653248,10.915603,1.0,0.9448515
10.456587,14.290798,0.0,0.0118734
10.981031,12.987252,0.0,0.009202572
8.540071,15.74946,1.0,0.98726314
9.417959,12.030095,1.0,0.34392005
13.823124,10.527217,1.0,0.99984026
10.704253,14.438992,0.0,5.2096486e-05
8.877349,13.891298,0.0,0.0017910985
9.435988,14.357379,0.0,0.021979604
9.741586,16.721954,1.0,0.57133293
9.356513,12.832717,0.0,0.00021192555
11.951547,13.638373,0.0,0.33632907
12.135152,14.820231,1.0,0.9292121
8.432994,11.99362,0.0,0.79467946
11.127319,14.926443,0.0,0.0053332746
10.469897,12.245183,0.0,0.053196516
10.686942,14.421271,1.0,0.7766278
14.471729,12.122958,1.0,0.99786913
8.41287,15.37999,0.0,0.83804494
7.228335,13.147483,0.0,0.99195004
10.116091,15.35827,0.0,0.00038369265
11.297628,15.307654,1.0,0.96193224
10.205569,12.6590185,1.0,0.87965804
14.407682,10.949455,1.0,0.99803704
10.372294,12.455965,0.0,0.0003269506
14.339638,12.089238,1.0,0.6630071
10.181025,13.732301,1.0,0.8788334
14.774844,11.539104,1.0,0.9995198
8.954744,15.73936,0.0,0.029707288
7.4068556,15.915179,1.0,0.99748886
14.589702,11.13741,1.0,0.9981185
13.042042,14.120785,1.0,0.6774662
11.686608,10.568608,1.0,0.9989004
9.12374,13.832139,0.0,0.00029371175
13.185979,13.796609,0.0,0.30790865
9.434384,13.836437,0.0,0.0014752145
9.454072,16.67436,1.0,0.9952453
11.294432,13.248575,0.0,8.102804e-05
11.310226,14.515159,0.0,0.004756974
10.317941,13.928095,0.0,0.016215686
8.812995,14.8572855,1.0,0.9954852
8.555901,12.025157,0.0,0.0003574341
9.591578,10.912046,1.0,0.9930333
9.988135,12.4811735,0.0,0.037108522
12.212899,17.061394,1.0,0.98407817
9.810257,11.723253,1.0,0.8959766
11.324295,15.452368,1.0,0.9985355
12.603701,17.04605,1.0,0.9967098
11.68293,10.318322,1.0,0.99698323
13.267618,10.868069,1.0,0.99705887
7.762496,15.09584,1.0,0.5234957
9.073805,12.574069,1.0,0.92573667
9.762363,14.1717205,0.0,0.023225596
8.781259,11.509075,1.0,0.9490576
7.3630767,12.641375,1.0,0.9571951
10.181307,13.765559,0.0,0.0010538498
9.719131,13.0093975,0.0,0.003848177
13.158577,15.144547,1.0,0.99180335
10.555812,12.146817,0.0,0.59097207
7.966544,14.863906,0.0,0.06530192
12.219023,10.30674,1.0,0.99301285
9.958009,16.902554,1.0,0.77959615
10.123021,12.150337,1.0,0.5854433
9.039286,14.417415,1.0,0.99810576
10.196075,11.587874,1.0,0.99351704
14.550059,11.810049,1.0,0.97267514
10.90161,14.393746,0.0,0.0052845813
10.779052,11.668408,1.0,0.20325755
13.265209,14.731769,1.0,0.99680257
12.893813,14.830809,0.0,0.9405701
11.687443,16.771454,1.0,0.99664414
12.431936,14.751076,1.0,0.19610062
10.661031,14.755883,0.0,0.0007177435
11.452052,14.649984,0.0,0.0014073156
13.092561,13.403999,0.0,0.12624894
9.935974,13.604196,0.0,0.46122637
12.630403,16.682959,1.0,0.9976913
14.346367,11.072995,1.0,0.9997768
14.053838,15.02632,1.0,0.98674995
12.092607,15.624975,0.0,0.038741246
11.655667,16.44997,1.0,0.99454343
10.297902,11.836419,0.0,0.9558628
9.451333,13.790976,0.0,0.0007165256
9.18649,17.039103,1.0,0.8326951
12.662276,16.894283,1.0,0.9998636
10.810946,15.548063,0.0,0.0011189982
12.281372,16.343529,0.0,0.0010756791
12.57294,15.91992,1.0,0.9905765
9.291019,14.307615,0.0,0.061142635
9.692617,10.878394,0.0,0.00333291
12.21928,16.330473,1.0,0.9433722
7.780155,12.548499,1.0,0.90354294
11.64053,11.831064,0.0,0.00014930686
11.3945055,10.184028,1.0,0.9993919
11.913596,9.53664,1.0,0.9947025
13.3647375,14.895285,1.0,0.9990759
9.331653,11.706412,0.0,0.036605142
9.318469,13.868024,0.0,0.0001960153
13.737397,12.827818,1.0,0.9048597
12.164596,12.066716,0.0,0.03550766
9.321391,13.873546,0.0,0.011508751
13.377716,12.970307,0.0,0.9986707
14.356168,10.701714,1.0,0.99993944
10.402298,13.581736,1.0,0.005537349
12.733282,14.321966,1.0,0.9968706
11.258558,14.616156,0.0,0.04344735
11.076491,11.8015995,1.0,0.95001644
13.860627,13.215822,1.0,0.9997129
13.043536,13.583381,1.0,0.97933257
9.323196,12.084657,0.0,0.084791966
13.206348,14.79563,1.0,0.99987054
9.842568,16.145166,0.0,0.9389608
7.6158133,15.472208,1.0,0.98959035
14.577385,10.77318,1.0,0.9998233
13.451053,11.394888,1.0,0.9811075
12.354918,16.557417,1.0,0.80829024
10.115181,14.422893,0.0,0.0010752568
10.03295,13.398603,0.0,0.009861555
7.4917483,15.795273,1.0,0.9860189
12.534778,15.436844,0.0,0.0015809302
13.405521,11.650762,1.0,0.99830174
13.981838,14.955431,1.0,0.9958255
9.850989,15.549836,0.0,0.22431861
13.510853,11.556401,1.0,0.93475634
9.363643,11.439643,1.0,0.76898324
14.520567,11.411536,1.0,0.9778722
10.883071,14.579444,1.0,0.9570588
11.141188,10.44586,0.0,0.049965706
11.838123,11.788535,0.0,0.15435818
8.633275,12.577185,0.0,0.03634017
9.951974,13.17789,0.0,0.01737083
11.06493,12.603253,1.0,0.92312676
10.1372175,13.927405,0.0,0.008765828
9.423675,15.42365,1.0,0.51798534
10.677526,11.427183,1.0,0.8383339
12.150217,13.53481,1.0,0.029086884
12.169571,12.309803,0.0,0.017871782
8.81012,15.437235,0.0,0.0002110144
11.432252,15.041999,0.0,0.00078982423
10.987565,11.661602,0.0,0.4710715
14.014988,11.693645,1.0,0.99968386
14.159688,11.67806,1.0,0.99929905
11.322407,13.910809,1.0,0.09162829
13.67309,10.669001,1.0,0.9994855
12.4410925,14.119956,1.0,0.9977641
11.364751,13.9677725,1.0,0.1630218
11.82167,9.614456,1.0,0.9951461
7.5613966,12.612834,1.0,0.98252827
13.918942,10.570565,1.0,0.99992573
14.450115,10.965632,1.0,0.99414223
9.075865,14.946284,0.0,0.04337014
12.034827,16.528444,1.0,0.9415852
11.360539,16.326,0.0,0.008175276
9.4268055,15.194492,0.0,0.01792123
9.126472,14.058211,0.0,0.0037842584
10.103105,16.760115,1.0,0.903197
8.38065,15.120458,1.0,0.9534088
12.530425,15.087455,0.0,0.0048266673
9.621548,14.630742,0.0,0.0010442502
12.57075,14.947022,1.0,0.99735427
14.146117,10.403724,0.0,0.9660126
9.8913,16.00297,0.0,0.0009887109
13.253463,11.77705,1.0,0.9887688
13.104741,14.808691,1.0,0.998453
9.201102,12.24278,1.0,0.8574944
11.488043,13.948152,0.0,0.07004188
9.863288,14.660701,0.0,0.0033874658
11.161609,16.039871,0.0,0.10246495
12.242362,16.414705,1.0,0.806736
11.7382965,14.403247,0.0,0.036472842
9.154346,11.612351,0.0,0.46005744
11.1533165,10.480217,0.0,0.049970012
13.190321,14.684511,1.0,0.9998313
10.932636,14.432975,1.0,0.2750604
9.408098,12.012982,0.0,0.004538139
9.726435,13.108826,0.0,0.034489866
12.971323,14.2236595,1.0,0.92013586
7.5237846,15.792799,1.0,0.9839829
11.709409,12.138429,1.0,0.97513515
9.933554,14.648147,0.0,0.0052497843
12.780444,14.85244,0.0,0.07716641
12.491717,17.025345,1.0,0.9993568
10.382357,13.728491,0.0,0.084055
9.754968,13.941709,0.0,0.00037391213
