drug_id,protein_id,Y,predicted_score,true_interaction
DB00157,O43674,1,0.0020547397434711456,1
DB00157,P37058,1,0.0017174965469166636,1
DB00157,P03901,1,0.0011084424331784248,1
DB00157,O43678,1,0.0010449348483234644,1
DB00157,O95178,1,0.0006661916268058121,1
DB00157,O95169,1,0.0006647038389928639,1
DB00157,P03897,1,0.0004972210736013949,1
DB00157,O75438,1,0.0004890800337307155,1
DB00157,Q16718,1,0.00044971625902689993,1
DB00157,P14679,1,0.00042166205821558833,1
DB00157,Q16878,1,0.0004182935517746955,1
DB00157,O95298,1,0.0004034579324070364,1
DB00157,Q9UBM7,1,0.00039373786421492696,1
DB00157,O95168,1,0.00032700953306630254,1
DB00157,P03915,1,0.0003170230193063617,1
DB00157,P19404,1,0.00031695410143584013,1
DB00157,P03886,1,0.0002981559664476663,1
DB00157,Q9NRX3,1,0.0002425799611955881,1
DB00157,O95139,1,0.00022266077576205134,1
DB00157,P03905,1,0.00020090932957828045,1
DB00157,O43676,1,0.0001716175174806267,1
DB00157,Q9P0J0,1,0.0001707475312286988,1
DB00157,Q15800,1,0.00011895834904862568,1
DB00157,O00483,1,0.00010448986722622067,1
DB00157,P03923,1,7.511077274102718e-05,1
DB00157,O95167,1,6.54031100566499e-05,1
DB00157,O15239,1,2.027677692240104e-05,1
